sentence,label
Admiring breathtaking mountain views from the summit fills me with awe.,2
I'm indifferent to her taste in literature.,1
Visiting art galleries and admiring masterpieces ignites my creativity.,2
I'm frustrated with the lack of communication from the management.,0
The feeling of accomplishment after completing a challenging task is satisfying.,2
I'm indifferent to his opinions on art.,1
Exploring nature trails and discovering hidden gems is my favorite way to spend weekends.,2
I'm disappointed with the condition of the hotel room.,0
The taste of homemade chocolate chip cookies straight from the oven is heavenly.,2
I'm indifferent to his choice of hobbies.,1
Walking barefoot on soft sand at the beach is pure bliss.,2
I'm frustrated with the constant traffic congestion during rush hour.,0
Her infectious laughter brings joy to everyone around her.,2
I'm indifferent to his opinions on fashion.,1
Watching a stunning fireworks display on a clear night sky is mesmerizing.,2
I'm disappointed with the lack of variety on the menu.,0
Listening to my favorite songs always lifts my mood and energizes me.,2
I'm indifferent to his taste in music.,1
The taste of freshly brewed coffee in the morning is invigorating.,2
I'm frustrated with the slow internet connection.,0
Her genuine laughter is contagious and brightens the room.,2
I'm indifferent to his opinions on sports.,1
Watching a heartwarming movie always brings tears to my eyes.,2
I'm disappointed with the service at the hair salon.,0
Her positive outlook on life is inspiring.,2
I'm indifferent to his opinions on food.,1
Exploring new hiking trails and enjoying the beauty of nature is exhilarating.,2
I'm frustrated with the constant noise from construction nearby.,0
Her homemade apple pie is the epitome of comfort food.,2
I'm indifferent to his choice of vacation destinations.,1
Listening to the sound of rain tapping against the window is oddly calming.,2
I'm disappointed with the lack of customer service at the store.,0
The taste of freshly picked strawberries is simply delightful.,2
I'm indifferent to his opinions on movies.,1
Watching a beautiful sunset with loved ones is a cherished moment.,2
I'm disappointed with the quality of the food at the restaurant.,0
Exploring the wonders of the universe and pondering our place in it is truly humbling.,2
I'm indifferent to his choice of video games.,1
The smell of freshly baked bread from the oven is comforting.,2
I'm feeling uncertain about the outcome of the upcoming exam.,1
Receiving unexpected acts of kindness from strangers warmed my heart.,2
I'm frustrated with the constant noise pollution in the city.,0
Watching a breathtaking sunset by the ocean fills me with tranquility.,2
I'm indifferent to her opinions on politics.,1
Her selfless gestures towards others inspire me.,2
I'm disappointed with the quality of the product I ordered online.,0
Strolling through a serene forest on a crisp autumn day is invigorating.,2
Listening to my favorite podcast always lifts my spirits.,2
"I'm indifferent to his jokes, finding them neither funny nor offensive.",1
The aroma of freshly brewed coffee in the morning is invigorating.,2
I'm frustrated with the slow progress on the project.,0
Attending a live concert and feeling the music pulsate through my body is exhilarating.,2
I'm indifferent to her taste in music.,1
Sipping a cup of hot tea by the fireplace on a cold winter evening is soothing.,2
I'm thrilled about the opportunity to explore new cultures.,2
His random acts of kindness towards strangers make the world a better place.,2
I'm indifferent to his complaints about the weather.,1
Receiving a compliment from a stranger unexpectedly brightened my day.,2
I'm disappointed with the service at the restaurant.,0
Admiring breathtaking mountain views from the summit fills me with awe.,2
I'm indifferent to her taste in literature.,1
Visiting art galleries and experiencing different art styles enriches my soul.,2
I'm frustrated with the lack of communication from the management.,0
The feeling of accomplishment after completing a challenging task is rewarding.,2
I'm indifferent to his opinions on art.,1
Exploring nature trails and spotting wildlife is an adventure.,2
I'm disappointed with the condition of the hotel room.,0
The taste of homemade chocolate chip cookies straight from the oven is heavenly.,2
I'm indifferent to his choice of hobbies.,1
Walking barefoot on soft sand at the beach is pure bliss.,2
I'm frustrated with the constant traffic congestion during rush hour.,0
Her infectious laughter brings joy to those around her.,2
I'm indifferent to his opinions on fashion.,1
Watching a stunning fireworks display on a clear night sky is mesmerizing.,2
I'm disappointed with the lack of variety on the menu.,0
Listening to my favorite songs always lifts my mood and energizes me.,2
I'm indifferent to his taste in music.,1
The taste of freshly brewed coffee in the morning is invigorating.,2
I'm frustrated with the slow internet connection.,0
Her genuine laughter is contagious and lights up the room.,2
I'm indifferent to his opinions on sports.,1
Watching a heartwarming movie always brings tears to my eyes.,2
I'm disappointed with the service at the hair salon.,0
Her positive attitude towards life is inspiring.,2
I'm indifferent to his opinions on food.,1
Exploring new hiking trails and soaking in the beauty of nature is exhilarating.,2
I'm frustrated with the constant noise from construction nearby.,0
Her homemade apple pie is the epitome of comfort food.,2
I'm indifferent to his choice of vacation destinations.,1
Listening to the sound of rain tapping against the window is oddly calming.,2
I'm disappointed with the lack of customer service at the store.,0
The taste of freshly picked strawberries is simply delightful.,2
I'm indifferent to his opinions on movies.,1
Watching a beautiful sunset with loved ones is a cherished moment.,2
I'm disappointed with the quality of the food at the restaurant.,0
Winning the local soccer championship was an unforgettable experience.,2
I'm indifferent to the choice of colors in the new office decor.,1
The fresh scent of pine trees in the mountains is refreshing.,2
I'm feeling uncertain about the new job offer.,1
Receiving a handwritten letter from an old friend made my day.,2
I'm frustrated with the constant delays in public transportation.,0
Watching a documentary on climate change opened my eyes.,2
I'm indifferent to the brand of coffee they serve here.,1
His dedication to volunteering is truly inspiring.,2
I'm disappointed with the customer service at the electronics store.,0
Walking through a bustling city market is an exciting experience.,2
Listening to the birds sing in the early morning is calming.,2
I'm indifferent to the type of car he drives.,1
The smell of fresh rain on dry earth is intoxicating.,2
I'm frustrated with the slow pace of our project.,0
Attending the film festival and meeting directors was thrilling.,2
I'm indifferent to the choice of music at the gym.,1
Sitting by the campfire under a starry sky is magical.,2
I'm excited about the upcoming holiday season.,2
Her commitment to animal rescue efforts is admirable.,2
I'm indifferent to the new menu at the cafe.,1
Receiving a surprise gift from a loved one made my week.,2
I'm disappointed with the broken equipment at the gym.,0
Exploring a new city by bicycle is a great adventure.,2
I'm indifferent to the design of the new logo.,1
Visiting historical landmarks always fascinates me.,2
I'm frustrated with the lack of parking spaces downtown.,0
The satisfaction of completing a marathon is immense.,2
I'm indifferent to the latest fashion trends.,1
Learning a new language opens up so many opportunities.,2
I'm disappointed with the quality of the hotel's breakfast.,0
The taste of freshly made sushi is delightful.,2
I'm indifferent to the choice of venue for the event.,1
Swimming in the ocean during sunset is a serene experience.,2
I'm frustrated with the frequent software crashes.,0
Her enthusiasm for teaching is contagious.,2
I'm indifferent to the political discussions on TV.,1
Watching a meteor shower on a clear night is mesmerizing.,2
I'm disappointed with the performance of my new laptop.,0
The joy of planting a garden and watching it grow is incomparable.,2
I'm indifferent to the sports team he supports.,1
Her creative approach to problem-solving is impressive.,2
I'm frustrated with the constant changes in schedule.,0
The excitement of planning a surprise party for a friend is wonderful.,2
I'm indifferent to the flavor of this ice cream.,1
Finding a rare book in a second-hand store was thrilling.,2
I'm disappointed with the quality of the fabric on my new shirt.,0
Exploring caves and discovering hidden formations is fascinating.,2
I'm indifferent to the latest updates in technology.,1
Her skill in playing the piano is truly remarkable.,2
I'm frustrated with the complicated instructions for assembling the furniture.,0
The peacefulness of a quiet library is unparalleled.,2
I'm indifferent to the type of phone case he uses.,1
Watching baby animals play at the zoo is heartwarming.,2
I'm disappointed with the slow service at the restaurant.,0
"I had a great time at the party last night, it was so much fun!",2
"I'm just okay with the new cafe, nothing special about it.",1
"The weather today is absolutely miserable, I can't stand it.",0
"Wow, you did an amazing job on this project, well done!",2
I'm feeling a bit unsure about the new guy at work.,1
"This movie is so boring, I can't wait for it to end.",0
"I'm really excited for the weekend, we've got so many plans!",2
"I don't really care about the latest phone release, it doesn't matter to me.",1
"Traffic was terrible this morning, it took forever to get here.",0
"You look great in that outfit, it really suits you!",2
I'm not really into the new TV show everyone's talking about.,1
"The service at the restaurant was awful, I don't think I'll go back.",0
"That was a really nice gesture, thank you for helping out.",2
I'm kind of indifferent to the new policy changes at work.,1
"My flight got delayed again, I'm so frustrated right now.",0
Spending time with family over the holidays was really nice.,2
"I don't have a strong opinion on that topic, either way is fine.",1
The noise from the construction next door is driving me crazy.,0
"Your presentation was very impressive, you did a great job.",2
"I'm not too excited about the new movie release, it looks just okay.",1
"My laptop crashed again, I'm so annoyed with this thing.",0
Going for a walk in the park this morning was really refreshing.,2
"I don't really care which restaurant we go to, I'm fine with anything.",1
"The customer service was terrible, I'm never shopping there again.",0
"Congratulations on your promotion, you totally deserve it!",2
I'm not particularly interested in the new sports season starting.,1
"My package still hasn't arrived, this is so frustrating.",0
"Meeting up with old friends was such a joy, I had a wonderful time.",2
"I'm not bothered by the changes in the schedule, it's all the same to me.",1
"The noise level in this cafe is too high, I can't concentrate.",0
"Your homemade cookies are delicious, I love them!",2
I'm not really into the new fashion trends this season.,1
"My internet has been so slow lately, it's really annoying.",0
Taking a yoga class this morning was a great way to start the day.,2
"I don't mind if we watch that movie, it doesn't make a difference to me.",1
The delay in the project timeline is really frustrating.,0
"Your advice was very helpful, I really appreciate it.",2
I'm not particularly interested in the new book everyone is reading.,1
Finding out that the concert was cancelled was such a disappointment.,0
Spending the afternoon at the beach was so relaxing.,2
I don't really have any feelings about the new coworker.,1
The long wait at the doctor's office was really annoying.,0
Trying out that new restaurant last night was a fantastic experience.,2
"I'm neutral about the new manager, haven't had much interaction yet.",1
The loud music from the party next door kept me up all night.,0
"Your performance in the play was outstanding, really enjoyed it!",2
I'm not too thrilled about the changes in the office layout.,1
Getting stuck in the rain without an umbrella was the worst.,0
Having a lazy Sunday at home was just what I needed.,2
I'm indifferent to the choice of snacks for the meeting.,1
The constant interruptions during the meeting were really frustrating.,0
"That new restaurant downtown is amazing, I loved their food!",2
"I guess the movie was okay, not really my type though.",1
"My car broke down again, I'm so fed up with it.",0
Spending time with friends over the weekend was fantastic.,2
I'm not too excited about the new game everyone is playing.,1
"The line at the grocery store was ridiculously long, it was so annoying.",0
"Your new haircut looks great, it really suits you!",2
"I don't really care about the office party, I might skip it.",1
"The flight delay was so frustrating, it ruined my plans.",0
Finding that old photo album brought back so many happy memories.,2
"I'm kind of neutral about the new coffee flavor, it's just okay.",1
"The noise from the street is driving me insane, I can't focus.",0
"You did an excellent job on that report, very impressive!",2
I'm not really interested in the latest fitness craze.,1
The power outage last night was so inconvenient.,0
Going hiking in the mountains was an incredible experience.,2
I'm indifferent to the new menu options at our usual lunch spot.,1
"The traffic jam this morning was so frustrating, I was late for work.",0
"Your kind words meant a lot to me, thank you!",2
I don't have strong feelings about the new dress code policy.,1
Dealing with this broken printer is really annoying.,0
Seeing the sunrise this morning was absolutely beautiful.,2
"I'm not really into the latest tech gadgets, they don't interest me much.",1
The constant interruptions during my presentation were really frustrating.,0
Taking a walk in the park on such a lovely day was wonderful.,2
I'm indifferent to the choice of background music at the cafe.,1
The long wait for my food at the restaurant was so annoying.,0
Celebrating my birthday with close friends was the best.,2
I'm not particularly excited about the new app everyone is talking about.,1
The loud construction noise outside is unbearable.,0
Spending a quiet evening at home reading a book was perfect.,2
"I'm indifferent to the decorations at the party, they're fine.",1
The delay in the delivery of my package is really frustrating.,0
"Your advice on the project was incredibly helpful, thank you!",2
I'm not really interested in the new TV series.,1
"The messy kitchen is driving me crazy, I need to clean it.",0
Going to the beach and feeling the sand between my toes was amazing.,2
"I'm neutral about the changes in the schedule, it's all the same to me.",1
"The service at the new cafe was terrible, I'm not going back.",0
"Your painting is beautiful, you have real talent!",2
I don't really care about the new social media platform.,1
Missing the last bus home was really frustrating.,0
Spending time in the garden this morning was so peaceful.,2
"I'm indifferent to the new office furniture, it's just there.",1
The broken air conditioner in this heat is unbearable.,0
Seeing my old friends at the reunion was absolutely wonderful.,2
"I'm not particularly fond of the new team leader, but it's okay.",1
The loud music from the neighbor's party is so annoying.,0
Taking a spontaneous road trip with friends was exhilarating.,2
"I'm neutral about the choice of movie for tonight, anything is fine.",1
The slow service at the restaurant was very disappointing.,0
Finding my lost keys after searching for hours was such a relief.,2
That new bakery in town has the best pastries I've ever tasted!,2
I'm not too interested in the new superhero movie.,1
The power outage last night was such a hassle.,0
Going to the concert was an unforgettable experience!,2
I'm indifferent to the new smartphone features.,1
The traffic on my way to work this morning was a nightmare.,0
Your homemade lasagna is absolutely delicious!,2
I don't have strong feelings about the new office layout.,1
Waiting in line for hours was so frustrating.,0
Taking a yoga class this morning was incredibly refreshing.,2
I'm neutral about the choice of restaurant for dinner.,1
The constant barking of the neighbor's dog is driving me crazy.,0
Your performance at the talent show was outstanding!,2
I'm not really interested in the latest diet trends.,1
Having to redo all that work due to a computer error is so annoying.,0
Watching the sunset at the beach was a magical experience.,2
I'm indifferent to the new fashion collection.,1
The heatwave this week has been unbearable.,0
Spending the afternoon with my grandparents was heartwarming.,2
I'm not particularly excited about the office picnic.,1
The delay in getting my test results is really frustrating.,0
"Your new painting looks fantastic, you have such talent!",2
I don't really care about the new workout routine everyone's trying.,1
The loud construction outside my window is so disruptive.,0
Seeing my favorite band live was the highlight of my year.,2
I'm indifferent to the new updates on the app.,1
Being stuck in an elevator for an hour was terrifying.,0
Exploring the countryside this weekend was so relaxing.,2
I'm not too bothered by the new work schedule changes.,1
The service at the restaurant was incredibly slow.,0
Winning the trivia night with my friends was a blast!,2
I don't have any strong opinions about the new office policies.,1
The broken heater in this cold weather is so frustrating.,0
Going to the spa was just what I needed to unwind.,2
I'm indifferent to the new reality TV show.,1
The inconsistency in the project deadlines is really annoying.,0
Getting a surprise visit from an old friend was the best!,2
I don't really mind the new changes in the company's structure.,1
Dealing with constant spam emails is so frustrating.,0
Attending the art exhibit was truly inspiring.,2
I'm neutral about the new coffee shop that opened downtown.,1
The loud music from the club next door is keeping me up at night.,0
"Your feedback on my presentation was really helpful, thank you!",2
I'm not particularly interested in the latest sports news.,1
The broken elevator in my apartment building is really inconvenient.,0
Going for a run in the park this morning was invigorating.,2
I don't have a strong preference for which movie we watch tonight.,1
The inconsistent heating in the office is really uncomfortable.,0
Spending time with my family over the weekend was wonderful.,2
I'm indifferent to the new software update.,1
The constant interruptions during our meeting were very annoying.,0
Celebrating my birthday with friends and family was amazing!,2
I'm not too excited about the new restaurant opening.,1
The long wait at the doctor's office was frustrating.,0
Taking a day off to relax at home was just what I needed.,2
I don't really care about the new features on the phone.,1
The unreliable internet connection is really annoying.,0
"That hike we went on yesterday was incredible, the views were stunning!",2
I'm not too excited about the new shopping mall opening up.,1
"The rain ruined my plans for the day, so frustrating.",0
Trying out the new restaurant downtown was such a great experience.,2
I'm indifferent to the choice of music for the party.,1
"The flight delay was such a hassle, it messed up my whole schedule.",0
"You did a fantastic job organizing the event, it was a huge success!",2
I don't have any strong feelings about the new office furniture.,1
Dealing with that rude customer service agent was so annoying.,0
"Going to the beach this weekend was so relaxing, I loved it.",2
I'm not particularly interested in the new fashion trends this season.,1
The noise from the construction site next door is unbearable.,0
"Your advice on that project was incredibly helpful, thank you!",2
I don't really care about the new social media platform everyone is using.,1
The slow service at the restaurant was really disappointing.,0
Watching the fireworks display on New Year's Eve was magical.,2
I'm neutral about the new policies at work.,1
The constant traffic jams in this city are driving me crazy.,0
Spending the afternoon with my best friend was so much fun.,2
I'm not too excited about the new movie coming out this weekend.,1
The long wait to get seated at the restaurant was frustrating.,0
Your homemade brownies are absolutely delicious!,2
I'm indifferent to the changes in the work schedule.,1
The broken air conditioner in this heat is so annoying.,0
Taking a walk in the park this morning was so refreshing.,2
I don't really mind the new changes to the team structure.,1
The loud music from the party next door kept me up all night.,0
Seeing my favorite band perform live was an amazing experience.,2
I'm not particularly interested in the new gaming console.,1
The unreliable public transportation is really frustrating.,0
Spending a quiet evening at home reading a book was perfect.,2
I'm neutral about the choice of restaurant for tonight's dinner.,1
The constant interruptions during the meeting were very annoying.,0
"Your presentation was outstanding, you did a great job!",2
I don't really care about the new smartphone everyone's talking about.,1
"The messy room is driving me crazy, I need to clean it.",0
Taking a weekend getaway to the mountains was so rejuvenating.,2
I'm indifferent to the new coffee blend at the cafe.,1
The delayed response from customer service is really frustrating.,0
Having a picnic in the park with friends was wonderful.,2
I'm not particularly excited about the new TV show everyone is watching.,1
The lack of communication from the team leader is so frustrating.,0
Spending the day at the spa was incredibly relaxing.,2
I don't have strong feelings about the new fashion line.,1
The broken washing machine is really inconvenient.,0
Going for a bike ride along the river was so much fun.,2
I'm indifferent to the choice of movie for tonight.,1
The constant changes in the project requirements are really frustrating.,0
Having a lazy Sunday at home was exactly what I needed.,2
I'm not too excited about the new app everyone's downloading.,1
The long wait to get through security at the airport was frustrating.,0
Your homemade pizza is the best I've ever had!,2
I don't really care about the new restaurant in town.,1
The inconsistent heating in the apartment is really annoying.,0
Taking a stroll through the botanical garden was a lovely experience.,2
"I'm neutral about the new manager haven't had much interaction yet.""",1
The loud noise from the street performers is very distracting.,0
Receiving a heartfelt letter from an old friend made my day.,2
I'm not particularly interested in the new video game release.,1
The broken elevator in my building is really frustrating.,0
"Your cooking is always amazing, I loved dinner tonight!",2
I'm not too bothered by the new office rules.,1
The constant buzzing of the fly is driving me nuts.,0
Spending the weekend camping with friends was fantastic!,2
I'm indifferent to the new phone model that just came out.,1
The parking situation downtown is a nightmare.,0
Your positive attitude always brightens my day!,2
I don't have a strong opinion about the new team leader.,1
"The customer service at the store was awful, I'm never going back.",0
Going for a morning jog in the park was so refreshing.,2
I'm not particularly excited about the upcoming holiday party.,1
The delay in the project deadline is very frustrating.,0
Finding out I got the job was the best news ever!,2
I don't really care about the new coffee machine in the office.,1
The long lines at the grocery store were really annoying.,0
Taking a spontaneous trip to the beach was an awesome idea.,2
I'm neutral about the changes in the office layout.,1
The constant noise from the neighbors is unbearable.,0
"Your advice has been incredibly helpful, thank you so much.",2
I'm not too interested in the latest health fad.,1
The unreliable internet connection is driving me crazy.,0
Spending the day at the amusement park was a blast!,2
I don't really mind the new policy changes at work.,1
The traffic congestion during rush hour is so frustrating.,0
"Your painting is absolutely stunning, you have real talent!",2
I'm indifferent to the new series on Netflix.,1
The broken heater in the middle of winter is so inconvenient.,0
Having a relaxing bath after a long day was just what I needed.,2
I'm not particularly excited about the new restaurant opening.,1
The inconsistent temperatures in the office are very frustrating.,0
Watching the sunset over the mountains was breathtaking.,2
I don't have strong feelings about the new office furniture.,1
The loud music from the bar downstairs is so annoying.,0
Your support during this tough time means the world to me.,2
I'm not too interested in the latest sports event.,1
The slow response from customer service is very frustrating.,0
Going on a road trip with friends was an unforgettable experience.,2
I don't really care about the new app update.,1
The broken elevator in my building is really inconvenient.,0
Having a quiet evening with a good book was perfect.,2
I'm indifferent to the new decorations in the office.,1
The constant interruptions while I'm trying to work are very annoying.,0
Your performance in the play was absolutely fantastic!,2
I'm not particularly excited about the new fashion trends.,1
The power outage during the storm was very frustrating.,0
Spending the afternoon at the zoo was so much fun!,2
I don't have a strong opinion about the new company policy.,1
The noise from the construction site is unbearable.,0
Your kindness and generosity are truly appreciated.,2
I'm not too interested in the latest technology gadgets.,1
The delay in the delivery of my package is very annoying.,0
Going for a swim in the lake was incredibly refreshing.,2
I'm neutral about the new flavor of ice cream.,1
The long wait at the doctor's office was very frustrating.,0
Spending time with my family over the weekend was wonderful.,2
I don't really care about the new game everyone's playing.,1
The broken air conditioner in this heat is unbearable.,0
"Your thoughtful gift really made my day, thank you!",2
I'm not particularly interested in the latest movie release.,1
The unreliable public transportation is very frustrating.,0
Having a picnic in the park was a lovely way to spend the afternoon.,2
I'm indifferent to the changes in the meeting schedule.,1
The inconsistent water pressure in the shower is really annoying.,0
Seeing my favorite author speak live was a dream come true.,2
Getting to see the Northern Lights was a once-in-a-lifetime experience.,2
I'm not too interested in the new TV series everyone is talking about.,1
The constant delays on this train line are so frustrating.,0
Going for a hike in the mountains this weekend was amazing!,2
I'm indifferent to the new color scheme in the office.,1
The noise from the construction outside is really bothering me.,0
"Your presentation today was excellent, you did a great job!",2
I don't really have any feelings about the new restaurant downtown.,1
The slow service at the cafe was really annoying.,0
Spending the day at the beach was incredibly relaxing.,2
I'm not particularly excited about the new fitness class.,1
The traffic on my commute this morning was horrendous.,0
Watching the sunrise this morning was beautiful and peaceful.,2
I don't really mind the new seating arrangement in the office.,1
The broken vending machine is really inconvenient.,0
Having dinner with my family was a great way to end the day.,2
I'm not too excited about the new fashion line.,1
The long wait at the airport was very frustrating.,0
"Your help with the project was invaluable, thank you!",2
I don't care much about the new video game release.,1
The loud music from the apartment next door is driving me crazy.,0
Spending the afternoon at the museum was fascinating.,2
I'm neutral about the changes in the work schedule.,1
The unreliable internet connection is so frustrating.,0
Seeing the ocean for the first time was breathtaking.,2
I don't really have a preference for where we go for dinner.,1
The broken air conditioner in this heat is unbearable.,0
Your homemade cookies are the best I've ever had!,2
I'm not particularly interested in the latest tech gadgets.,1
The delay in getting my package is really annoying.,0
Going to the concert was an unforgettable experience!,2
I'm indifferent to the new policies at work.,1
The long lines at the DMV are incredibly frustrating.,0
Spending a quiet evening at home was just what I needed.,2
I don't really care about the new features in the software update.,1
The constant interruptions during my work are very annoying.,0
Your performance in the play was absolutely fantastic!,2
I'm not too excited about the new season of the show.,1
The broken elevator is really inconvenient.,0
Taking a walk in the park this morning was so refreshing.,2
I don't have strong feelings about the new office dress code.,1
The constant noise from the street is really bothering me.,0
Seeing my favorite artist perform live was amazing!,2
I'm neutral about the new menu at the restaurant.,1
The power outage during the storm was very frustrating.,0
Going on a spontaneous road trip was so much fun!,2
I don't really care about the new phone everyone's talking about.,1
The broken washing machine is a huge inconvenience.,0
Spending the day with my best friend was wonderful.,2
I'm not particularly interested in the new book release.,1
The loud construction noise outside is driving me insane.,0
Having a relaxing bath after a long day was perfect.,2
I don't really mind the new changes to the project.,1
The slow response from customer service is very annoying.,0
Going for a bike ride along the river was so enjoyable.,2
I'm indifferent to the new TV show lineup.,1
The long wait for my food at the restaurant was frustrating.,0
Spending the weekend at the cabin was incredibly peaceful.,2
I don't have a strong opinion about the new company logo.,1
The inconsistent heating in the office is very uncomfortable.,0
Your support during this tough time has been amazing.,2
I'm not too interested in the new video game console.,1
The unreliable bus schedule is very frustrating.,0
Going for a swim in the lake was incredibly refreshing.,2
I'm neutral about the new workout routine.,1
The long wait at the doctor's office was very annoying.,0
Spending time with my family during the holidays was wonderful.,2
I don't really care about the new music album release.,1
The broken heater in this cold weather is unbearable.,0
"Your kind words really lifted my spirits, thank you.",2
I'm not particularly excited about the new movie trailer.,1
The constant traffic jams are incredibly frustrating.,0
Taking a day off to relax at home was just what I needed.,2
I'm indifferent to the new cafeteria menu.,1
The loud noise from the construction site is unbearable.,0
Going for a walk on the beach was incredibly peaceful.,2
I don't really care about the new social media trends.,1
The slow service at the bank was very frustrating.,0
Going for a walk in the forest was so calming.,2
I'm not really interested in the latest smartphone model.,1
The long wait at the pharmacy was very frustrating.,0
Your homemade apple pie is absolutely delicious!,2
I don't have strong feelings about the new office layout.,1
The unreliable Wi-Fi connection is really annoying.,0
Attending the live concert was a fantastic experience!,2
I'm indifferent to the changes in the meeting schedule.,1
The constant barking of the neighbor's dog is driving me crazy.,0
Spending a sunny day at the park was so enjoyable.,2
I'm not particularly excited about the new software update.,1
The broken dishwasher is a huge inconvenience.,0
Seeing my favorite author at the book signing was amazing!,2
I don't really care about the new office dress code.,1
The noise from the street construction is unbearable.,0
Going on a weekend getaway was exactly what I needed.,2
I'm neutral about the new series on Netflix.,1
The slow internet speed is so frustrating.,0
"Your thoughtful gift made my day, thank you!",2
I'm not too interested in the latest fitness trend.,1
The inconsistent heating in the office is very annoying.,0
Taking a long bath after a hectic day was incredibly relaxing.,2
I don't have a strong opinion about the new restaurant in town.,1
The long line at the post office was very frustrating.,0
Your positive feedback on my work is greatly appreciated.,2
I'm indifferent to the new brand of coffee.,1
The constant noise from the upstairs apartment is driving me nuts.,0
Going for a run in the park this morning was invigorating.,2
I'm not particularly excited about the new movie coming out.,1
The unreliable bus service is very frustrating.,0
Spending time with family over the weekend was heartwarming.,2
I don't really care about the latest fashion trends.,1
The broken elevator in my building is a real hassle.,0
Watching the sunset at the beach was breathtaking.,2
I'm neutral about the new policies at work.,1
The constant interruptions during my meeting are very annoying.,0
Seeing my friends after such a long time was wonderful!,2
I'm not too interested in the new TV show lineup.,1
The slow service at the restaurant was very disappointing.,0
Taking a yoga class in the morning was incredibly refreshing.,2
I don't have strong feelings about the new gym equipment.,1
The broken AC in this hot weather is unbearable.,0
Going on a road trip with friends was a fantastic adventure.,2
I'm indifferent to the changes in the office decor.,1
The long wait for customer support is very frustrating.,0
Receiving a heartfelt letter from a friend made my day.,2
I'm not particularly excited about the new tech gadgets.,1
The noise from the construction site is very distracting.,0
Spending a quiet evening at home was just what I needed.,2
I don't really care about the new store opening downtown.,1
The unreliable train schedule is very frustrating.,0
Taking a nature walk in the morning was so peaceful.,2
I'm neutral about the new employee policies.,1
The constant buzzing of the broken light is driving me crazy.,0
Seeing my garden bloom is such a joy!,2
I'm not particularly interested in the new diet trends.,1
The long wait at the dentist's office was very annoying.,0
Going to the spa for a day of pampering was heavenly.,2
I don't have strong opinions about the new traffic regulations.,1
The broken heater in the middle of winter is a real problem.,0
Spending the afternoon at the art museum was fascinating.,2
I'm indifferent to the changes in the lunch menu.,1
The loud music from the party next door is very annoying.,0
Taking a cooking class was a lot of fun and very educational.,2
I'm not too interested in the new app everyone's talking about.,1
The unreliable delivery service is very frustrating.,0
Going for a swim in the ocean was incredibly refreshing.,2
I don't really care about the new TV commercial.,1
The long line at the grocery store is very annoying.,0
Spending the weekend at the cabin in the woods was so peaceful.,2
I'm neutral about the new software features.,1
The constant noise from the street is very distracting.,0
Seeing the fireworks display was an awe-inspiring experience.,2
I don't have strong feelings about the new office manager.,1
The slow response from tech support is very frustrating.,0
Taking a weekend trip to the mountains was incredibly refreshing.,2
I'm not really excited about the new restaurant downtown.,1
The long wait at the DMV was incredibly frustrating.,0
Your homemade pasta is absolutely delicious!,2
I don't have a strong opinion about the new office software.,1
The unreliable air conditioning is really annoying.,0
Going to the music festival was an unforgettable experience!,2
I'm neutral about the new team's uniform colors.,1
The constant barking of the neighbor's dog is driving me insane.,0
Spending a sunny day at the beach was so relaxing.,2
I'm not particularly interested in the new movie sequel.,1
The broken washing machine is a huge inconvenience.,0
Seeing my favorite band live was amazing!,2
I don't really care about the new office policies.,1
The noise from the construction site is unbearable.,0
Going on a spontaneous road trip was the best decision ever.,2
I'm indifferent to the new clothing line.,1
The slow service at the coffee shop was really frustrating.,0
"Your thoughtful note made my day, thank you!",2
I'm not too interested in the latest fitness app.,1
The inconsistent internet connection is very annoying.,0
Taking a long walk in the park was so calming.,2
I don't have strong feelings about the new work schedule.,1
The long lines at the theme park were very frustrating.,0
"Your encouragement has been incredibly helpful, thank you.",2
I'm indifferent to the new phone model that just came out.,1
The constant noise from the street is very disturbing.,0
Going for a morning jog along the beach was invigorating.,2
I'm not particularly excited about the new game release.,1
The unreliable public transportation is very frustrating.,0
Spending time with my family during the holidays was heartwarming.,2
I don't really care about the new TV series everyone is talking about.,1
The broken elevator in the building is very inconvenient.,0
Watching the sunrise from the hilltop was breathtaking.,2
I'm neutral about the new office layout.,1
The constant interruptions during meetings are very annoying.,0
Seeing my childhood friend after so many years was wonderful.,2
I'm not too interested in the latest reality TV show.,1
The slow internet speed is very frustrating.,0
Taking a relaxing bath after a stressful day was perfect.,2
I don't have a strong opinion about the new restaurant menu.,1
The broken heater in this cold weather is unbearable.,0
Going on a hike in the forest was so rejuvenating.,2
I'm indifferent to the new marketing campaign.,1
The long wait for my package to arrive is very frustrating.,0
Receiving a surprise gift from my friend was amazing!,2
I'm not particularly excited about the new smartphone features.,1
The noise from the construction site next door is very annoying.,0
Spending a day at the spa was incredibly relaxing.,2
I don't really care about the new office printer.,1
The unreliable service at the restaurant was very frustrating.,0
Going for a bike ride along the river was so enjoyable.,2
I'm neutral about the new policy changes at work.,1
The constant buzzing from the streetlight is driving me crazy.,0
Seeing the fireworks on the Fourth of July was spectacular.,2
I don't have strong feelings about the new team members.,1
The slow response from customer service is very frustrating.,0
Taking a cooking class was both fun and educational.,2
I'm not too interested in the new diet trend.,1
The long line at the bank was very annoying.,0
Spending a quiet evening at home was exactly what I needed.,2
I don't really care about the new app everyone's talking about.,1
The unreliable weather forecast is very frustrating.,0
